symbol,company_id,year_id,revenue,net_profit,total_assets,borrowings,equity_capital,reserves,operating_cash_flow,net_profit_margin_pct,return_on_assets,debt_to_equity,equity_ratio,cash_conversion_ratio,revenue_growth,overall_score,health_label
ADANIENT,3,25,64465.0,2298.0,130718.0,83571.0,110.0,25618.0,8532.0,0.03564725044597844,0.01757982833274683,1.446507353013251,0.19682063679064857,1.5502808815863351,0.15975335658997866,0.3487404245670179,GOOD
ADANIENT,3,31,34008.0,1000.0,41679.0,19169.0,110.0,13268.0,5112.0,0.029404845918607387,0.02399289810216176,0.889073631812207,0.32097699081072,1.8102540518642194,0.0,0.3315193783351536,AVERAGE
ADANIENT,3,36,36533.0,925.0,47611.0,20846.0,110.0,14026.0,774.0,0.025319574083705144,0.019428283379891203,0.9061089084674762,0.2969061771439373,0.6080013841595069,0.07162017066010051,0.23679989342614088,WEAK
ADANIENT,3,41,35924.0,594.0,56405.0,17637.0,110.0,14979.0,2942.0,0.01653490702594366,0.010530981295984398,0.7742038674751895,0.2675117454126407,1.7838721043948893,0.0,0.3247775127042797,AVERAGE
ADANIENT,3,46,40379.0,506.0,42536.0,11243.0,110.0,14646.0,3236.0,0.012531266252259837,0.011895805905585857,0.5664082960089274,0.3469061500846342,2.0008388375465693,0.1169042520343196,0.43171367646983516,EXCELLENT
ADANIENT,3,51,43403.0,1040.0,46875.0,12419.0,110.0,16837.0,2454.0,0.023961477317236135,0.022186666666666667,0.5497467155295112,0.361536,1.2118264985585836,0.07221871529831651,0.32663055395756396,AVERAGE
ADANIENT,3,56,39537.0,1046.0,51617.0,16227.0,110.0,17049.0,4043.0,0.02645623087234742,0.020264641494081408,0.6656138331297123,0.3324292384291997,1.5821079819639645,0.0,0.31808767916387715,AVERAGE
ADANIENT,3,61,69420.0,788.0,101586.0,41604.0,110.0,22147.0,1385.0,0.011351195620858541,0.007756974386234324,1.054052280543152,0.219095150906621,1.0143658903985506,0.5629380681037783,0.5284580970369449,EXCELLENT
ADANIENT,3,66,127540.0,2422.0,141278.0,53200.0,114.0,32937.0,17626.0,0.01899012074643249,0.017143504296493438,0.9592098270211179,0.23394300598819348,2.113535753022812,0.6082550304534854,0.6780497501447621,EXCELLENT
ADANIENT,3,70,96421.0,3335.0,160586.0,65310.0,114.0,38962.0,10312.0,0.03458790097592848,0.02076768834144944,0.9825870990488265,0.24333378999414643,1.4090470378883897,0.0,0.2735887609222527,AVERAGE
ADANIGREEN,4,36,502.0,-47.0,6160.0,4347.0,1274.0,-71.0,28.0,-0.09362549800796813,-0.00762987012987013,1.5289794907658012,0.1952922077922078,0.0,0.0,0.08141603449278505,WEAK
ADANIGREEN,4,41,1480.0,-138.0,15709.0,9864.0,1564.0,-223.0,649.0,-0.09324324324324325,-0.008784773060029283,2.122944502953349,0.0853650773441976,0.0,0.7522814757735977,0.448534959516772,EXCELLENT
ADANIGREEN,4,46,2058.0,-475.0,14658.0,11142.0,1564.0,369.0,1625.0,-0.12072329741115241,-0.03240551234820576,1.9116288097247929,0.1318733797243826,0.0,0.3296925496358341,0.2322988004443092,WEAK
ADANIGREEN,4,51,2549.0,-68.0,18424.0,14866.0,1564.0,793.0,1965.0,-0.026677128285602196,-0.0036908380373425966,1.9888560758996154,0.12793095961788972,0.0,0.21396648798212056,0.17321524689448445,WEAK
ADANIGREEN,4,56,3124.0,182.0,28692.0,24209.0,1564.0,636.0,1601.0,0.05825864276568502,0.006343231562804963,2.4852475007826085,0.0766764254844556,2.282045930786345,0.20341310658346118,0.39018900183717364,GOOD
ADANIGREEN,4,61,5133.0,489.0,58954.0,52832.0,1564.0,1050.0,3127.0,0.09526592635885447,0.008294602571496421,2.8240687034891363,0.04433965464599518,2.000761232037195,0.4965760516007266,0.5027778780679876,EXCELLENT
ADANIGREEN,4,66,7776.0,973.0,66909.0,54223.0,1584.0,5720.0,7265.0,0.12512860082304528,0.014542139323558863,2.1310539595670384,0.10916319179781495,2.136128792810021,0.4153517835799718,0.5149740098055997,EXCELLENT
ADANIGREEN,4,70,9220.0,1260.0,88086.0,64858.0,1584.0,8250.0,7713.0,0.13665943600867678,0.01430420271098699,2.0275272223670857,0.11164089639670322,1.963108347352534,0.1703329704103645,0.3690251651378015,GOOD
ADANIPORTS,5,14,3577.0,1639.0,21035.0,11620.0,401.0,5993.0,1379.0,0.45820519988817443,0.07791775612075114,1.0357891827239014,0.30396957451865936,0.6105080605839645,0.0,0.2277335540059753,WEAK
ADANIPORTS,5,19,4830.0,1741.0,24677.0,12979.0,414.0,8351.0,1132.0,0.3604554865424431,0.07055152571220165,0.9085713390355901,0.355189042428172,0.5008971192111005,0.3003220073876007,0.38438061953979846,GOOD
ADANIPORTS,5,25,6152.0,2324.0,32082.0,17776.0,414.0,10351.0,3057.0,0.37776332899869963,0.07243937410385887,0.9750415191609253,0.335546412318434,0.8395843915176178,0.2419307645388616,0.38466341774030915,GOOD
ADANIPORTS,5,31,7109.0,2856.0,38385.0,22342.0,414.0,13091.0,2381.0,0.4017442678295119,0.0744040640875342,0.9761998942911476,0.35183014198254525,0.6063267708200126,0.14458435474400327,0.3109035055887092,AVERAGE
ADANIPORTS,5,36,8439.0,3902.0,43369.0,22214.0,414.0,17112.0,4063.0,0.46237705889323377,0.08997209988701607,0.8186727444900118,0.40411353731928334,0.7135677011610924,0.1715022312284834,0.3563006103079569,GOOD
ADANIPORTS,5,41,11323.0,3690.0,47233.0,22370.0,414.0,20489.0,5608.0,0.325885366069063,0.07812334596574429,0.7276361945945515,0.44255075900323926,0.9241728652159571,0.29397223715607296,0.44424426261321664,EXCELLENT
ADANIPORTS,5,46,10925.0,4045.0,56311.0,27712.0,414.0,23958.0,6029.0,0.3702517162471396,0.07183321198344907,0.7594228674802339,0.4328106409049742,0.9124762968130038,0.0,0.28379896672989524,AVERAGE
ADANIPORTS,5,51,11873.0,3785.0,61917.0,30242.0,406.0,25051.0,7402.0,0.318790533142424,0.061130222717508925,0.7829714391573392,0.4111471809034675,1.0837065029753814,0.08321317370200128,0.3391209580976148,GOOD
ADANIPORTS,5,56,12550.0,5049.0,74582.0,35855.0,406.0,30035.0,7556.0,0.40231075697211155,0.06769729961652945,0.7783391795816859,0.4081547826553324,0.9149033567631045,0.0554537508941377,0.31220862250941456,AVERAGE
ADANIPORTS,5,61,17119.0,4953.0,98328.0,47935.0,422.0,41399.0,10420.0,0.2893276476429698,0.05037222357822797,0.7636962717831303,0.42532137336262305,1.1326192703243616,0.31046829221484834,0.46825709927543413,EXCELLENT
ADANIPORTS,5,66,20852.0,5391.0,112563.0,53434.0,432.0,44957.0,11900.0,0.2585363514291195,0.04789317981930119,0.7780605862426239,0.40323196787576737,1.1654552384531205,0.19726090911321822,0.4040820713650696,EXCELLENT
ADANIPORTS,5,70,26711.0,8104.0,116999.0,49470.0,432.0,52346.0,15018.0,0.30339560480700833,0.06926554927819896,0.6613067976135399,0.45109787263139,1.0484267783067476,0.24762559867654488,0.4346326700667217,EXCELLENT
ADANIPOWER,6,14,6692.0,-2295.0,54688.0,41795.0,2393.0,1900.0,3001.0,-0.12072329741115241,-0.041965330602691635,2.3735668231876583,0.07849985371562317,0.0,0.0,0.025305941245208522,WEAK
ADANIPOWER,6,19,15328.0,-291.0,58739.0,44150.0,2872.0,3671.0,3238.0,-0.018984864300626306,-0.0049541190691023,2.047392058116258,0.11139106896610429,0.0,0.7522814757735977,0.46131005382069595,EXCELLENT
ADANIPOWER,6,25,18683.0,-816.0,58474.0,44742.0,2872.0,2853.0,5824.0,-0.04367606915377616,-0.013954920135444812,2.1764771078929375,0.09790676197968327,0.0,0.1979327982491956,0.1505673434537431,WEAK
ADANIPOWER,6,31,25377.0,551.0,75794.0,52729.0,3334.0,4134.0,5257.0,0.02171257437837412,0.007269704725967755,2.0869952915065064,0.0985302266670185,2.3552567473517176,0.30622923251228673,0.4715457368580262,EXCELLENT
ADANIPOWER,6,36,22616.0,-6174.0,71511.0,52484.0,3857.0,-857.0,4725.0,-0.12072329741115241,-0.07082416363652742,2.8240687034891363,0.04195158786760079,0.0,0.0,0.0,WEAK
ADANIPOWER,6,41,20304.0,-2103.0,69528.0,52835.0,3857.0,-2968.0,5101.0,-0.10357565011820331,-0.030246807041767347,2.8240687034891363,0.03683628806258653,0.0,0.0,0.0012814060427099995,WEAK
ADANIPOWER,6,46,23884.0,-984.0,67985.0,46980.0,3857.0,3855.0,5610.0,-0.041199129124099815,-0.014473780981098772,1.9589398891385907,0.1134367875266603,0.0,0.1623908677127142,0.14311423421613112,WEAK
ADANIPOWER,6,51,26468.0,-2275.0,75025.0,55199.0,3857.0,2624.0,5598.0,-0.08595284872298625,-0.03032322559146951,2.253084909809495,0.08638453848717094,0.0,0.10272767746506715,0.09034265843230885,WEAK
ADANIPOWER,6,56,26221.0,1270.0,78806.0,52519.0,3857.0,9256.0,7014.0,0.048434460928263603,0.016115524198665077,1.610459277340683,0.1663959596985001,1.8753090430628379,0.0,0.2863065138770845,AVERAGE
ADANIPOWER,6,61,27711.0,4912.0,81981.0,49145.0,3857.0,14600.0,10233.0,0.17725812854101258,0.05991632207462705,1.2981938660849297,0.22513753186713995,1.1259892536343592,0.05526882984497129,0.26852954810517193,AVERAGE
ADANIPOWER,6,66,38773.0,10727.0,85821.0,42350.0,3857.0,26019.0,8431.0,0.27666159440848015,0.12499271740017012,0.8827446093829513,0.3481199240279186,0.5799564553454077,0.3358946818276975,0.40681685476583634,EXCELLENT
ADANIPOWER,6,70,50351.0,20829.0,92009.0,34616.0,3857.0,39288.0,14170.0,0.41367599451848025,0.22638002804073515,0.5890734841915272,0.4689215185470986,0.5189732432134252,0.26129435183425226,0.4020963087710548,EXCELLENT
AMBUJACEM,7,9,9749.0,1292.0,12345.0,60.0,308.0,8489.0,1860.0,0.13252641296543236,0.1046577561765897,0.006797352556908464,0.7125961927906035,0.8918457666352226,0.0,0.3367869998928095,GOOD
AMBUJACEM,7,12,9161.0,1278.0,12956.0,48.0,309.0,9153.0,1267.0,0.1395044209147473,0.09864155603581352,0.005060099348342606,0.7303179993825255,0.688834294047143,0.0,0.3180486922186268,AVERAGE
AMBUJACEM,7,17,9955.0,1487.0,13878.0,34.0,310.0,9760.0,1675.0,0.14937217478653944,0.10714800403516357,0.0033706783177190587,0.7256088773598501,0.7544440713092623,0.08311959448308806,0.3705464900691432,GOOD
AMBUJACEM,7,23,9437.0,808.0,14133.0,35.0,310.0,9961.0,1557.0,0.08562043022146869,0.05717115969716267,0.0034018597223652368,0.7267388381801457,1.073971242404938,0.0,0.35409695657076823,GOOD
AMBUJACEM,7,30,20094.0,1434.0,32824.0,29.0,397.0,19424.0,2810.0,0.07136458644371454,0.04368754569826956,0.001462025417341085,0.6038569339507678,1.0850384785743081,0.7522814757735977,0.745078974364946,EXCELLENT
AMBUJACEM,7,35,23609.0,1945.0,35509.0,24.0,397.0,20275.0,3416.0,0.08238383667245541,0.054774845813737365,0.0011603172835366628,0.5821622687206061,1.013888547774991,0.16120673222595364,0.41427040727607456,EXCELLENT
AMBUJACEM,7,40,26041.0,2973.0,37391.0,40.0,397.0,21973.0,1703.0,0.11416612265273991,0.07951111229975127,0.0017865123107973899,0.5982723115188147,0.4528714995938613,0.09804422379469417,0.32489222629391035,AVERAGE
AMBUJACEM,7,45,27104.0,2783.0,40178.0,41.0,397.0,23681.0,4739.0,0.10267857142857142,0.06926676290507243,0.0017013511168690125,0.5992831898053661,0.9943025775043909,0.040009099408873615,0.35056796065904344,GOOD
AMBUJACEM,7,50,24516.0,3107.0,39718.0,471.0,397.0,22360.0,4832.0,0.1267335617555882,0.07822649680245733,0.020485657132721845,0.572964399013042,0.938129692332066,0.0,0.32020706966404217,AVERAGE
AMBUJACEM,7,55,28965.0,3711.0,45205.0,477.0,397.0,24957.0,5309.0,0.12812014500258934,0.08209268886185156,0.01863881251468159,0.5608671607123106,0.8881429519960717,0.1667622389251022,0.4039528238375275,EXCELLENT
AMBUJACEM,7,70,33160.0,4738.0,65261.0,699.0,440.0,41016.0,5646.0,0.1428829915560917,0.07260078760668699,0.01672067755488481,0.6352339069275678,0.7846510542251405,0.1352561257185067,0.3874592021260828,GOOD
APOLLOHOSP,8,14,3769.0,303.0,4814.0,1213.0,70.0,2677.0,443.0,0.08039267710267975,0.06294142085583714,0.36573461815325237,0.5706273369339426,0.9009927946943918,0.0,0.29708080546686483,AVERAGE
APOLLOHOSP,8,19,4357.0,315.0,5350.0,1344.0,70.0,2907.0,373.0,0.07229745237548772,0.058878504672897194,0.37257077491615676,0.5564485981308411,0.7812161991077106,0.14497403285030663,0.35995960171156244,GOOD
APOLLOHOSP,8,25,5129.0,335.0,6459.0,1992.0,70.0,3102.0,470.0,0.0653148761941899,0.051865613872116426,0.4873491692117945,0.49109769314135315,0.876711745593497,0.16312696127182624,0.3650465904298979,GOOD
APOLLOHOSP,8,31,6150.0,235.0,7360.0,2834.0,70.0,3262.0,597.0,0.038211382113821135,0.03192934782608696,0.6154776051593623,0.45271739130434785,1.2642469266770495,0.18154137341129514,0.4031486322292872,EXCELLENT
APOLLOHOSP,8,36,7256.0,131.0,8103.0,3125.0,70.0,3244.0,623.0,0.018054024255788313,0.01616685178329014,0.6642173295516752,0.408984326792546,1.7501950448068044,0.16537663099440905,0.43631051741148996,EXCELLENT
APOLLOHOSP,8,41,8243.0,60.0,8596.0,3427.0,70.0,3182.0,537.0,0.0072789033119010065,0.006979990693345742,0.7196980840579348,0.37831549557933924,2.2975725511705014,0.12753564251825497,0.4667061785923138,EXCELLENT
APOLLOHOSP,8,46,9617.0,200.0,9166.0,3673.0,70.0,3264.0,905.0,0.020796506186960592,0.02181976871045167,0.7427368650597946,0.3637355444032293,1.7092832474038167,0.1541680103992542,0.41623122755868663,EXCELLENT
APOLLOHOSP,8,51,11247.0,432.0,11289.0,3596.0,70.0,3270.0,1293.0,0.03841024273139504,0.038267339888386924,0.7307544324896317,0.29586322969262113,1.3845567412213498,0.15656906069153992,0.3750898956353043,GOOD
APOLLOHOSP,8,56,10560.0,137.0,11392.0,4160.0,72.0,4531.0,1265.0,0.012973484848484849,0.012025983146067416,0.6438300472386091,0.4040554775280899,2.3256741417664104,0.0,0.4079515951751374,EXCELLENT
APOLLOHOSP,8,61,14663.0,1108.0,13261.0,4068.0,72.0,5551.0,1696.0,0.07556434563186251,0.08355327652514893,0.5443322904423483,0.42402533745569715,0.9284903808472516,0.32825403571682665,0.44953813631707507,EXCELLENT
APOLLOHOSP,8,66,16612.0,844.0,14416.0,4332.0,72.0,6126.0,1377.0,0.050806645798218156,0.05854605993340733,0.5300016667803277,0.4299389567147614,0.9675603292984704,0.12479801177356498,0.3423439828751858,GOOD
APOLLOHOSP,8,70,19059.0,935.0,16742.0,5333.0,72.0,6864.0,1920.0,0.04905818773282963,0.05584756898817345,0.5703505163308051,0.4142874208577231,1.1162805928014237,0.1374141051839988,0.36098002629766335,GOOD
ASIANPAINT,9,14,10504.0,1160.0,6784.0,251.0,96.0,3288.0,1187.0,0.11043412033511044,0.17099056603773585,0.07155066924150584,0.4988207547169811,0.7047179117506132,0.0,0.28264526223404335,AVERAGE
ASIANPAINT,9,19,12220.0,1263.0,8075.0,249.0,96.0,3943.0,1402.0,0.10335515548281506,0.15640866873065015,0.05982328718722505,0.5001857585139319,0.7467142142494538,0.15131781674295414,0.36926774737847107,GOOD
ASIANPAINT,9,25,13615.0,1427.0,8914.0,418.0,96.0,4646.0,1188.0,0.10481087036356959,0.16008525914292124,0.08447759185025762,0.5319721785954677,0.6056897590221869,0.10809817238227373,0.33432161539320415,AVERAGE
ASIANPAINT,9,31,14271.0,1803.0,10559.0,323.0,96.0,6429.0,2243.0,0.12634013033424427,0.17075480632635667,0.04831568563068387,0.6179562458566152,0.8082767945243735,0.04705737999253113,0.33865718504229614,GOOD
ASIANPAINT,9,36,15062.0,2016.0,12405.0,560.0,96.0,7508.0,1527.0,0.13384676669764972,0.16251511487303508,0.07105982032141563,0.6129786376461105,0.5638584756742127,0.05394550956090588,0.31489605256146386,AVERAGE
ASIANPAINT,9,41,16825.0,2098.0,13763.0,533.0,96.0,8314.0,2113.0,0.12469539375928677,0.15243769526992662,0.0614496293791874,0.6110586354719174,0.6967156392056852,0.11069085985163146,0.35924894782092687,GOOD
ASIANPAINT,9,46,19240.0,2208.0,16249.0,1320.0,96.0,9375.0,2470.0,0.11476091476091477,0.13588528524832297,0.13047795513763227,0.5828666379469506,0.7507835397471384,0.13412556970676887,0.3696901267493058,GOOD
ASIANPAINT,9,51,20211.0,2774.0,16138.0,1118.0,96.0,10034.0,3038.0,0.1372519914897828,0.17189242781013755,0.10468901680771707,0.6277109926880654,0.7396344238153967,0.04923556540907196,0.33228245782866855,AVERAGE
ASIANPAINT,9,56,21713.0,3207.0,20355.0,1093.0,96.0,12710.0,3683.0,0.14769953484087875,0.15755342667649228,0.08190308400601057,0.6291328911815279,0.7647351643145494,0.07168414886500235,0.34891806070673226,GOOD
ASIANPAINT,9,61,29101.0,3085.0,22958.0,1587.0,96.0,13716.0,986.0,0.10601010274561011,0.13437581670877255,0.10876479271852992,0.6016203502047217,0.27733701216349066,0.29286137833654263,0.408048005585946,EXCELLENT
ASIANPAINT,9,66,34489.0,4195.0,25779.0,1933.0,96.0,15896.0,4193.0,0.12163298442981821,0.16272935334962566,0.11410778928758511,0.6203498972031498,0.692908773120504,0.16986789476896186,0.3899801988692392,GOOD
ASIANPAINT,9,70,35495.0,5558.0,29901.0,2474.0,96.0,18632.0,6104.0,0.15658543456824905,0.18588007090063877,0.1240757866622963,0.6263335674392161,0.7410973614796522,0.028751408874209895,0.3219954878384862,AVERAGE
AXISBANK,11,14,27183.0,5179.0,340558.0,296254.0,468.0,32690.0,2573.0,0.1905234889452967,0.0152073949224508,2.2960252321352104,0.09736373833532026,0.40333888714671073,0.0,0.09951534116720805,WEAK
AXISBANK,11,19,30641.0,6218.0,386350.0,333280.0,470.0,37926.0,14464.0,0.20293071374955127,0.016094215089944353,2.2700692195171386,0.09938138993140934,1.2018154451262213,0.11974720350749753,0.2526532610516857,WEAK
AXISBANK,11,25,35479.0,7358.0,467243.0,406638.0,474.0,44475.0,-15162.0,0.20739028721215366,0.01574769445449156,2.307239531595292,0.09620047812380282,0.0,0.146601990735749,0.1365152255317747,WEAK
AXISBANK,11,31,40988.0,8224.0,546387.0,472150.0,477.0,53082.0,-34495.0,0.2006440909534498,0.01505160261865674,2.2839639777103575,0.09802392809492173,0.0,0.1443383687861917,0.13602877353802736,WEAK
AXISBANK,11,36,44542.0,3679.0,611462.0,527437.0,479.0,55901.0,32209.0,0.08259620133806295,0.006016727122862909,2.3374730918715754,0.0922052392462655,2.277762001655215,0.0831532233411862,0.3349023035760354,AVERAGE
AXISBANK,11,41,45780.0,276.0,703703.0,611425.0,513.0,63694.0,-38390.0,0.0060288335517693315,0.000392210918526708,2.353536310096834,0.09124161755740703,0.0,0.027414750245762988,0.053345645762721765,WEAK
AXISBANK,11,46,54986.0,4677.0,814046.0,711996.0,514.0,67288.0,37125.0,0.08505801476739534,0.005745375568456819,2.442443218748662,0.08329013348140031,2.1902873065322876,0.18323129285131198,0.3742282022189185,GOOD
AXISBANK,11,51,62635.0,1627.0,927872.0,797337.0,564.0,85776.0,30416.0,0.025975892073122057,0.0017534746171885777,2.325798621125704,0.09305162781073252,2.980340922538767,0.13024561992042272,0.4321094944360544,EXCELLENT
AXISBANK,11,56,63346.0,6588.0,1001005.0,850551.0,613.0,102981.0,12633.0,0.10400025258106274,0.006581385707364099,2.2203362384226613,0.10348999255747973,1.0707536190096003,0.011287536198887397,0.17466718048801408,WEAK
AXISBANK,11,61,67377.0,13025.0,1195779.0,1020943.0,614.0,117647.0,28137.0,0.19331522626415543,0.010892480968473272,2.2651910055860403,0.0988987095441549,1.1506449130108378,0.06169194989465255,0.2149376702737563,WEAK
AXISBANK,11,66,85164.0,9580.0,1344418.0,1152038.0,615.0,129166.0,22075.0,0.11248884505189986,0.007125759994287491,2.29018702735471,0.0965332210666623,1.1952185220133207,0.2342750959411509,0.30579424895768115,AVERAGE
AXISBANK,11,70,109369.0,24861.0,1518239.0,1295302.0,617.0,156406.0,-5555.0,0.22731304117254433,0.016374892227113122,2.224528708105841,0.10342442790627826,0.0,0.25014867669936713,0.19893373737346623,WEAK
BAJAJ-AUTO,12,14,20025.0,3133.0,12642.0,116.0,289.0,7776.0,2218.0,0.15645443196004993,0.24782471127986078,0.014280680954388981,0.637952855560829,0.5352924473591129,0.0,0.2917833624615346,AVERAGE
BAJAJ-AUTO,12,19,20137.0,3380.0,15308.0,59.0,289.0,9878.0,3502.0,0.16785022595222723,0.2207995819179514,0.005786315364783522,0.6641625293963941,0.7110335978803612,0.005577425941845331,0.3182145450011076,AVERAGE
BAJAJ-AUTO,12,25,21595.0,3026.0,15966.0,112.0,289.0,10806.0,2114.0,0.1401250289418847,0.1895277464612301,0.010044026685333699,0.6949141926594012,0.5298114641009096,0.06990288751639621,0.3352746419816395,GOOD
BAJAJ-AUTO,12,31,22574.0,4061.0,17240.0,118.0,289.0,13731.0,3690.0,0.17989722689820148,0.23555684454756382,0.008381326142318275,0.8132250580046404,0.6463926185952136,0.04433699512077005,0.3548054425336007,GOOD
BAJAJ-AUTO,12,36,21755.0,4079.0,21638.0,120.0,289.0,17567.0,3267.0,0.18749712709721902,0.188510952953138,0.0066979486841276135,0.8252148997134671,0.5883040870620541,0.0,0.3260480434379615,AVERAGE
BAJAJ-AUTO,12,41,25210.0,4219.0,25141.0,121.0,289.0,20136.0,4328.0,0.16735422451408172,0.16781353168131738,0.005906634048005355,0.812417962690426,0.7059822110416792,0.14739712502718502,0.4150480531993498,EXCELLENT
BAJAJ-AUTO,12,46,30358.0,4928.0,28834.0,125.0,289.0,22944.0,2487.0,0.162329534224916,0.17090934313657488,0.005365856063222813,0.8057501560657557,0.40857174935867674,0.18581933300483908,0.4027341369148673,EXCELLENT
BAJAJ-AUTO,12,51,29919.0,5212.0,26510.0,126.0,289.0,21373.0,3850.0,0.17420368327818442,0.19660505469634101,0.005799786107882642,0.8171256129762354,0.5531261869823477,0.0,0.32027082409896196,AVERAGE
